Id	HitRatio	MissRatio	Reference	InvalidCases	HitTeams	MissTeams
неделю напролет	0.05263157894736842	0.9473684210526316	2020-11-23	2020, 2020--, 2020-04-27, 2020-06-06, 2020-11-16 - 2020-11-22, 2020-11-23 - 2020-11-29, 2020-11-23 - 2020-11-39, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-30, 2020-11-30T, 2020-11-30T00:00, 2020-12-01, 2020-4-27, 2026-01-25, 2026-1-25, [Date(year=2026, month=1, day=None)], []	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в течение прошлого месяца	0.05263157894736842	0.9473684210526316	2020-10 - 2020-10	2020, 2020--, 2020-02-01, 2020-02-01T, 2020-02-01T00:00, 2020-10, 2020-10-01 -, 2020-10-01 - 2020-10-31, 2020-100-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2026-01-25, 2026-1-25, [Date(year=2026, month=1, day=None)], [], null	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
за предыдущий месяц	0.05263157894736842	0.9473684210526316	2020-10 - 2020-10	2020, 2020--, 2020-02-01, 2020-10, 2020-10-01 -, 2020-10-01 - 2020-10-31, 2020-10-27 02:30:00, 2020-10-27T02:30, 2020-10-27T02:30:00, 2020-100-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2026-01-25, 2026-1-25, [Date(year=2026, month=1, day=None)], [], null	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
четыре часа утра	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в четыре часа утра	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
4 часа утра	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в четыре утра	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)], i dont know how to parse this sorry, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
четыре часа ночи	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-27T2:30, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в четыре часа ночи	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-27T2:30, 2020-11-28T04:00, 2020-11-4, 2020-12-01, None, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
утром, в четыре часа	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 09:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T09:00, 2020-11-27T09:00:00, 2020-11-28T04:00, 2020-11-29T04:00, 2020-11-4, 2020-12-01, [Date(year=2016, month=3, day=None)], [], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
ночью, в четыре часа	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 03:00:00, 2020-11-27T02:30, 2020-11-27T03:00, 2020-11-27T03:00:00, 2020-11-27T04:00, 2020-11-27T2:30, 2020-11-28T04:00, 2020-11-29T04:00, 2020-11-4, 2020-12-01, [Date(year=2016, month=3, day=None)], [], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
утром, в 4 часа	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 09:00:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T09:00, 2020-11-27T09:00:00, 2020-11-28T04:00, 2020-11-29T04:00, 2020-11-4, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
ночью, в 4 часа	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-04, 2020-11-26, 2020-11-26T02:30, 2020-11-26T22:30, 2020-11-27, 2020-11-27 03:00:00, 2020-11-27T02:30, 2020-11-27T03:00, 2020-11-27T03:00:00, 2020-11-27T04:00, 2020-11-27T2:30, 2020-11-28T04:00, 2020-11-29T04:00, 2020-11-4, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в 04:00	0.05263157894736842	0.9473684210526316	2020-11-27T04	2016-03, 2016-3, 2020, 2020--, 2020-11-11, 2020-11-26T02:30, 2020-11-27, 2020-11-27 04:00:00, 2020-11-27T02:30, 2020-11-27T04 : 00, 2020-11-27T04:00, 2020-11-27T04:00:00, 2020-11-27T4:00, 2020-11-28, 2020-11-28T00:00, 2020-11-28T04:00, 2020-11-28T16:00, 2020-11-29, 2020-11-29T04:00, 2020-12-01, 400-11-27, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в пять часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-05, 2020-11-06, 2020-11-26, 2020-11-26T02:30, 2020-11-26T21 : 30, 2020-11-26T21:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T17:00, 2020-11-27T2:30, 2020-11-28 05:00:00, 2020-11-28T05:00, 2020-11-28T05:00:00, 2020-11-28T17:00, 2020-11-5, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в пять часов вечера	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-05, 2020-11-26, 2020-11-26T02:30, 2020-11-26T21:30, 2020-11-27, 2020-11-27 05:00:00, 2020-11-27T02:30, 2020-11-27T05:00, 2020-11-27T05:00:00, 2020-11-27T17:00, 2020-11-27T2:30, 2020-11-28T17:00, 2020-11-5, 2020-12-01, None, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
5 часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-05, 2020-11-26, 2020-11-26T02:30, 2020-11-26T21 : 30, 2020-11-26T21:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T17:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28 05:00:00, 2020-11-28T00:00, 2020-11-28T05:00, 2020-11-28T05:00:00, 2020-11-28T17:00, 2020-11-29, 2020-11-29T17:00, 2020-11-5, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
5 часов вечера	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-05, 2020-11-26, 2020-11-26T02:30, 2020-11-26T21:30, 2020-11-27, 2020-11-27 05:00:00, 2020-11-27T02:30, 2020-11-27T05:00, 2020-11-27T05:00:00, 2020-11-27T17:00, 2020-11-27T2:30, 2020-11-28T17:00, 2020-11-29T17:00, 2020-11-5, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в пять пополудни	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-05, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T17:00, 2020-11-27T2:30, 2020-11-28T05:00, 2020-11-28T17:00, 2020-11-5, 2020-12-01, None, [Date(year=2016, month=3, day=None)], [], i dont know how to parse this sorry, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в 17 часов	0.05263157894736842	0.9473684210526316	2020-11-27T17	2016-03, 2016-3, 2020, 2020--, 2020-11-17, 2020-11-26, 2020-11-26T02:30, 2020-11-26T09 : 30, 2020-11-26T09:30, 2020-11-27, 2020-11-27 17:00:00, 2020-11-27T02:30, 2020-11-27T17:00, 2020-11-27T17:00:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28T00:00, 2020-11-28T17:00, 2020-11-29, 2020-11-29T17:00, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
до 2 часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-02, 2020-11-2, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T14:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:00, 2020-11-28 02:00:00, 2020-11-28T02:00, 2020-11-28T02:00:00, 2020-11-28T14:00, 2020-12-01, None - 2020-11-03, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
до двух часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T14:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:00, 2020-11-28 01:00:00, 2020-11-28T01:00, 2020-11-28T01:00:00, 2020-11-28T14:00, 2020-12-01, None - 2020-11-02, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
не позднее 2 часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-02, 2020-11-03, 2020-11-2, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T14:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:00, 2020-11-28 02:00:00, 2020-11-28T02:00, 2020-11-28T02:00:00, 2020-11-28T14:00, 2020-12-01, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
сегодня не позднее 2 часов дня	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-02, 2020-11-04, 2020-11-2, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T14:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:00, 2020-11-28 02:00:00, 2020-11-28T02:00, 2020-11-28T02:00:00, 2020-11-28T14:00, 2020-12-01, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
до 14 часов	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-14, 2020-11-26T02:30, 2020-11-26T12 : 30, 2020-11-26T12:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 14:00:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T04:00, 2020-11-27T14:00, 2020-11-27T14:00:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:30, 2020-11-28T14:00, 2020-12-01, None - 2020-11-29T14:00	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
сегодня до 14 часов	0.05263157894736842	0.9473684210526316	2020-11-27T14	2020, 2020--, 2020-11-02 - 2020-11-29T14:00, 2020-11-14, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 14:00:00, 2020-11-27T00:00 - 2020-11-27T14:00, 2020-11-27T02:30, 2020-11-27T02:30 - 2020-11-27T14:00, 2020-11-27T04:00, 2020-11-27T14:00, 2020-11-27T14:00:00, 2020-11-27T17:30, 2020-11-27T2:30, 2020-11-27T2:30 - 2020-11-27T14:30, 2020-11-28T14:00 -, 2020-12-01	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в течение ночи на 29 октября 1942 года	0.05263157894736842	0.9473684210526316	1942-10-28T22 - 1942-10-29T05	1942-10-28T17:00 - 1942-10-30T7:29, 1942-10-29, 1942-10-29T00:00 - 1942-10-29T06:00, 1942-11-29T11:00, 2019-12-01 - 2020-02-29, 2020, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-10-29, 2021-10-29T, 2021-10-29T09:00, None, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в ночь на 29 октября 1942 года	0.05263157894736842	0.9473684210526316	1942-10-28T22 - 1942-10-29T05	1942-10-28T17:00 - 1942-10-30T7:29, 1942-10-29, 1942-10-29T00:00 - 1942-10-29T06:00, 1942-11-29T11:00, 2019-12-01 - 2020-02-29, 2020, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-10-29, 2021-10-29T, 2021-10-29T09:00, None, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
в том году	0.05263157894736842	0.9473684210526316	1943	1942-10-29, 2019, 2019-01-01 - 2019-12-31, 2019-11-27, 2019-11-27T02:30, 2019-12-01 - 2020-02-29, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021, None, [], i dont know how to parse this sorry, null	-REFERENCE-temporal-corpora-rev3	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
той зимой	0.05263157894736842	0.9473684210526316	2019-12 - 2020-02	1943, 2019-12, 2019-12-01 - 2020-02-28, 2019-12-01 - 2020-02-29, 2019-12-01 - 2020-03-01, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1943, month=None, day=None)], [], i dont know how to parse this sorry	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
прошлой зимой	0.05263157894736842	0.9473684210526316	2019-12 - 2020-02	1943, 2019-12, 2019-12-01 - 2020-02-28, 2019-12-01 - 2020-02-29, 2019-12-01 - 2020-03-01, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1943, month=None, day=None)], [], i dont know how to parse this sorry	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
зимой прошлого года	0.05263157894736842	0.9473684210526316	2019-12 - 2020-02	1943, 2019, 2019-01-01 -, 2019-12, 2019-12-01 - 2020-02-28, 2019-12-01 - 2020-02-29, 2019-12-01 - 2020-03-01, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1943, month=None, day=None)], [], i dont know how to parse this sorry	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
минувшей зимой	0.05263157894736842	0.9473684210526316	2019-12 - 2020-02	1943, 2019-12, 2019-12-01 - 2020-02-28, 2019-12-01 - 2020-02-29, 2019-12-01 - 2020-03-01, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1943, month=None, day=None)], [], i dont know how to parse this sorry	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в ту зиму	0.05263157894736842	0.9473684210526316	2019-12 - 2020-02	1943, 2019-12, 2019-12-01 - 2020-02-28, 2019-12-01 - 2020-02-29, 2019-12-01 - 2020-03-01, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1943, month=None, day=None)], [], i dont know how to parse this sorry, null	Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
В первую блокадную зиму	0.05263157894736842	0.9473684210526316	1941-12 - 1942-2	1941-11 - 1942-3, 1941-12 - 1942-02, 1941-12-01 - 1942-02-28, 1942, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28T13:00, 2020-12-01, None, [Date(year=1942, month=None, day=None)], [], i dont know how to parse this sorry	Microvolnovka	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
на майские праздники в 2020-м	0.05263157894736842	0.9473684210526316	2020-05-01 - 2020-05-11	1943, 1949-12-21, 2020, 2020--, 2020-05, 2020-05-01 - 2020-05-10, 2020-05-01 - 2020-05-31, 2020-05-09, 2020-05-1 - 2020-05-11, 2020-05-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-5-27, None, [Date(year=1943, month=None, day=None)], i dont know how to parse this sorry, null	MyParser	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra, Нубы
